,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
26770,incontestable,0.87,<in<(contester)>able>,"(1, 1, 1)",427,1478.96,2,48.711943793911,6,6.06,9,16.6666666666666,313,1042.69,4,50.1597444089456,3
26774,incontrôlable,2.65,<in<(contrôl)>able>,"(1, 1, 1)",427,1478.96,2,23.887587822014,3,134.39,7,66.6666666666666,313,1042.69,4,23.6421725239616,3
26777,inconvénient,5.23,<in<(convenir)>ant/ent>,"(1, 1, 1)",427,1478.96,2,10.7728337236533,8,57.72,8,25,522,3302.43999999999,7,17.8160919540229,3
26779,incorporation,0.46,<in<(corps)>ion>,"(1, 1, 1)",427,1478.96,2,65.3395784543325,11,256.47,5,63.6363636363636,766,3498.54,3,74.5430809399477,3
26780,incorporé,1.03,<in<(corps)>[VB]>,"(1, 1, 1)",427,1478.96,2,44.2622950819672,11,256.47,5,27.2727272727272,1600,25208.9699999999,2,51.125,3
26784,incorrigible,1.72,<in<(correct)>able>,"(1, 1, 1)",427,1478.96,2,32.5526932084309,7,53.05,7,57.1428571428571,313,1042.69,4,33.8658146964856,3
26785,incrédule,0.7,<in<(créd)>ule>,"(1, 1, 1)",427,1478.96,2,53.3957845433255,3,3.17,4,33.3333333333333,11,6.53,3,27.2727272727272,3
26788,increvable,0.52,<in<(crever)>able>,"(1, 1, 1)",427,1478.96,2,60.655737704918,3,72.4199999999999,6,66.6666666666666,313,1042.69,4,60.3833865814696,3
26790,incriminer,0.57,<in<(crime)>[VB]>,"(1, 1, 1)",427,1478.96,2,58.5480093676814,4,161.209999999999,5,75,1600,25208.9699999999,2,59.5,3
26791,incroyable,95.7899999999999,<in<(croire)>able>,"(1, 1, 1)",427,1478.96,2,0.468384074941452,9,819.419999999999,6,11.1111111111111,313,1042.69,4,0,3
26801,inculpation,2.05,<in<(coupable)>ion>,"(1, 1, 1)",427,1478.96,2,27.8688524590163,6,96.6499999999999,8,66.6666666666666,766,3498.54,3,41.2532637075718,3
26802,inculpé,6.16,<in<(coupable)>[VB]>,"(1, 1, 1)",427,1478.96,2,8.66510538641686,6,96.6499999999999,8,33.3333333333333,1600,25208.9699999999,2,25.1249999999999,3
26806,incurable,2.7,<in<(cure)>able>,"(1, 1, 1)",427,1478.96,2,23.6533957845433,5,10.66,4,20,313,1042.69,4,23.0031948881789,3
26807,incursion,0.49,<in<(curs)>ion>,"(1, 1, 1)",427,1478.96,2,62.7634660421545,3,4.4,4,33.3333333333333,766,3498.54,3,73.4986945169712,3
26809,incurvées,0,<in<(courbe)>[VB]>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,6,7.98999999999999,6,83.3333333333333,1600,25208.9699999999,2,91.125,3
26810,indécence,0.28,<in<(décent)>nce>,"(1, 1, 1)",427,1478.96,2,73.7704918032786,5,11.29,6,80,213,1491.29,3,76.9953051643192,3
26813,indéchiffrable,0.14,<in<(chiffre)>able>,"(1, 1, 1)",427,1478.96,2,81.4988290398126,5,31.97,7,40,313,1042.69,4,80.1916932907348,3
26818,indécision,0.17,<in<(décider)>ion>,"(1, 1, 1)",427,1478.96,2,79.3911007025761,6,283.58,7,83.3333333333333,766,3498.54,3,85.6396866840731,3
26821,indéfendable,0.19,<in<(défendre)>able>,"(1, 1, 1)",427,1478.96,2,78.4543325526932,4,83.24,8,75,313,1042.69,4,77.6357827476038,3
26822,indéfiniment,2.08,<in<(définir)>ment>,"(1, 1, 1)",427,1478.96,2,27.6346604215456,6,31.4,7,66.6666666666666,919,5042.80999999999,4,25.2448313384113,3
26823,indéfinissable,0.16,<in<(définir)>able>,"(1, 1, 1)",427,1478.96,2,80.0936768149882,6,31.4,7,83.3333333333333,313,1042.69,4,78.5942492012779,3
26828,indéniable,0.89,<in<(déni)>able>,"(1, 1, 1)",427,1478.96,2,47.5409836065573,1,0.89,4,0,313,1042.69,4,48.8817891373801,3
26830,indépendance,6.59,<in<(dépendre)>nce>,"(1, 1, 1)",427,1478.96,2,7.2599531615925,5,79.65,8,40,213,1491.29,3,20.6572769953051,3
26831,indépendant,11.49,<in<(dépendre)>ant/ent>,"(1, 1, 1)",427,1478.96,2,3.27868852459016,5,79.65,8,20,522,3302.43999999999,7,9.00383141762452,3
26835,indescriptible,1.71,<in<(décrire)>able>,"(1, 1, 1)",427,1478.96,2,33.255269320843,3,36.2099999999999,7,66.6666666666666,313,1042.69,4,34.5047923322683,3
26836,indestructible,1.92,<in<(détruire)>able>,"(1, 1, 1)",427,1478.96,2,29.5081967213114,6,141.019999999999,8,50,313,1042.69,4,30.6709265175718,3
26843,indicible,0.83,<in<(dic)>able>,"(1, 1, 1)",427,1478.96,2,49.6487119437939,1,0.83,3,0,313,1042.69,4,50.7987220447284,3
26851,indifférence,3.62,<in<(différer)>nce>,"(1, 1, 1)",427,1478.96,2,17.5644028103044,11,221.36,8,36.3636363636363,213,1491.29,3,29.5774647887323,3
26852,indifférent,4.94999999999999,<in<(différer)>ant/ent>,"(1, 1, 1)",427,1478.96,2,12.4121779859484,11,221.36,8,27.2727272727272,522,3302.43999999999,7,18.3908045977011,3
26858,indigestion,1.56,<in<(digérer)>ion>,"(1, 1, 1)",427,1478.96,2,35.3629976580796,3,8.31,7,33.3333333333333,766,3498.54,3,47.7806788511749,3
26859,indigna,3.68,<in<(digne)>[VB]>,"(1, 1, 1)",427,1478.96,2,16.8618266978922,8,56.8799999999999,5,37.5,1600,25208.9699999999,2,32.0625,3
26861,indignation,1.56,<in<(digne)>ion>,"(1, 1, 1)",427,1478.96,2,35.3629976580796,8,56.8799999999999,5,62.5,766,3498.54,3,47.7806788511749,3
26869,indignité,0.47,<in<(digne)>ité>,"(1, 1, 1)",427,1478.96,2,64.6370023419203,8,56.8799999999999,5,87.5,334,1491.88,3,66.1676646706587,3
26882,indirectement,1.05,<in<(direct)>ment>,"(1, 1, 1)",427,1478.96,2,43.7939110070257,4,66.91,6,50,919,5042.80999999999,4,40.3699673558215,3
26888,indiscrétion,2.23999999999999,<in<(discret)>ion>,"(1, 1, 1)",427,1478.96,2,26.463700234192,5,33.24,7,80,766,3498.54,3,38.9033942558746,3
26891,indiscutable,1.13,<in<(discuter)>able>,"(1, 1, 1)",427,1478.96,2,41.9203747072599,5,119.24,8,40,313,1042.69,4,42.4920127795527,3
26894,indispensable,9.62999999999999,<in<(dispenser)>able>,"(1, 1, 1)",427,1478.96,2,3.98126463700234,3,14.78,9,0,313,1042.69,4,7.02875399361022,3
26901,indistinctement,0.01,<in<(distinct)>ment>,"(1, 1, 1)",427,1478.96,2,93.2084309133489,6,7.3,8,83.3333333333333,919,5042.80999999999,4,90.0979325353645,3
26912,indivisible,0.4,<in<(diviser)>able>,"(1, 1, 1)",427,1478.96,2,67.9156908665105,5,25.8999999999999,7,60,313,1042.69,4,67.4121405750798,3
26913,indolence,0.27,<in<(douleur)>nce>,"(1, 1, 1)",427,1478.96,2,75.175644028103,9,106.699999999999,7,77.7777777777777,213,1491.29,3,77.9342723004694,3
26914,indolente,0.13,<in<(douleur)>ant/ent>,"(1, 1, 1)",427,1478.96,2,83.1381733021077,9,106.699999999999,7,88.8888888888888,522,3302.43999999999,7,77.3946360153256,3
26915,indolore,0.69,<in<(douleur)>ore>,"(1, 1, 1)",427,1478.96,2,53.8641686182669,9,106.699999999999,7,44.4444444444444,6,5.18999999999999,3,16.6666666666666,3
26916,indomptable,0.91,<in<(dompter)>able>,"(1, 1, 1)",427,1478.96,2,47.0725995316159,4,3.19,7,50,313,1042.69,4,48.2428115015974,3
26920,inducteur,0.02,<in<(duct)>eur>,"(1, 1, 1)",427,1478.96,2,90.8665105386416,2,0.45,4,50,501,2127.06,3,88.0239520958083,3
26921,induction,0.43,<in<(duct)>ion>,"(1, 1, 1)",427,1478.96,2,66.7447306791569,2,0.45,4,0,766,3498.54,3,75.5874673629242,3
26931,inébranlable,1.05,<in<(ébranl)>able>,"(1, 1, 1)",427,1478.96,2,43.7939110070257,1,1.05,6,0,313,1042.69,4,45.367412140575,3
26934,ineffaçable,0.13,<in<(effaç)>able>,"(1, 1, 1)",427,1478.96,2,83.1381733021077,1,0.13,5,0,313,1042.69,4,81.1501597444089,3
26938,inégalement,0.03,<in<(égal)>ment>,"(1, 1, 1)",427,1478.96,2,89.4613583138173,9,87.66,4,77.7777777777777,919,5042.80999999999,4,86.7247007616974,3
26940,inégalité,0.33,<in<(égal)>ité>,"(1, 1, 1)",427,1478.96,2,72.1311475409836,9,87.66,4,66.6666666666666,334,1491.88,3,72.1556886227544,3
26941,inégalités,0.34,<in<(égal)>ités>,"(1, 1, 1)",427,1478.96,2,71.1943793911007,9,87.66,4,55.5555555555555,60,83.33,4,50,3
26947,inépuisable,0.96,<in<(épuiser)>able>,"(1, 1, 1)",427,1478.96,2,45.6674473067915,5,32.44,7,60,313,1042.69,4,47.923322683706,3
26952,inestimable,2.19,<in<(estim)>able>,"(1, 1, 1)",427,1478.96,2,26.6978922716627,4,16.96,5,50,313,1042.69,4,26.8370607028753,3
26954,inévitable,7.43999999999999,<in<(éviter)>able>,"(1, 1, 1)",427,1478.96,2,6.08899297423887,3,92.94,6,33.3333333333333,313,1042.69,4,8.62619808306709,3
26958,inexistence,0.02,<in<(exister)>nce>,"(1, 1, 1)",427,1478.96,2,90.8665105386416,7,159.55,7,71.4285714285714,213,1491.29,3,94.8356807511737,3
26959,inexorable,0.33,<in<(exor)>able>,"(1, 1, 1)",427,1478.96,2,72.1311475409836,2,0.66,4,0,313,1042.69,4,71.2460063897763,3
26963,inexplicable,3.25,<in<(expliquer)>able>,"(1, 1, 1)",427,1478.96,2,18.9695550351288,5,232.79,9,40,313,1042.69,4,19.8083067092651,3
26967,inexpressif,0.04,<in<(exprimer)>if>,"(1, 1, 1)",427,1478.96,2,87.8220140515222,5,52.84,8,80,168,409.409999999999,2,83.3333333333333,3
26968,inexprimable,0.4,<in<(exprimer)>able>,"(1, 1, 1)",427,1478.96,2,67.9156908665105,5,52.84,8,40,313,1042.69,4,67.4121405750798,3
26969,inextricable,0.44,<in<(extriquer)>able>,"(1, 1, 1)",427,1478.96,2,66.2763466042154,1,0.44,9,0,313,1042.69,4,65.814696485623,3
26970,infaillible,2.1,<in<(faille)>able>,"(1, 1, 1)",427,1478.96,2,27.1662763466042,7,62.6,6,57.1428571428571,313,1042.69,4,27.4760383386581,3
26977,infatigable,0.459999999999999,<in<(fatig)>able>,"(1, 1, 1)",427,1478.96,2,65.5737704918032,1,0.459999999999999,5,0,313,1042.69,4,64.8562300319488,3
26995,infidélité,1.11,<in<(fidèle)>ité>,"(1, 1, 1)",427,1478.96,2,42.3887587822014,5,50.3899999999999,6,80,334,1491.88,3,44.3113772455089,3
26996,infiltrait,4.65,<in<(filtre)>[VB]>,"(1, 1, 1)",427,1478.96,2,13.8173302107728,3,11.67,6,33.3333333333333,1600,25208.9699999999,2,29.1875,3
26997,infiltration,1.72,<in<(filtre)>ion>,"(1, 1, 1)",427,1478.96,2,32.5526932084309,3,11.67,6,66.6666666666666,766,3498.54,3,45.4308093994778,3
27001,infini,7.24,<in<(fin)>i>,"(1, 1, 1)",427,1478.96,2,6.55737704918032,21,1200.89,3,28.5714285714285,2,9.2,1,0,3
27002,infinie,4.87,<in<(fin)>ie>,"(1, 1, 1)",427,1478.96,2,13.1147540983606,21,1200.89,3,38.095238095238,59,435.78,2,20.3389830508474,3
27004,infiniment,10.29,<in<(fin)>ment>,"(1, 1, 1)",427,1478.96,2,3.74707259953161,21,1200.89,3,23.8095238095238,919,5042.80999999999,4,8.26985854189336,3
27005,infinis,0.48,<in<(fin)>[VB]>,"(1, 1, 1)",427,1478.96,2,63.231850117096,21,1200.89,3,76.1904761904761,1600,25208.9699999999,2,62.125,3
27006,infinité,0.6,<in<(fin)>ité>,"(1, 1, 1)",427,1478.96,2,57.6112412177985,21,1200.89,3,66.6666666666666,334,1491.88,3,60.4790419161676,3
27020,infléchissant,0,<in<(fléchir)>ant/ent>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,4,0.85,7,75,522,3302.43999999999,7,93.2950191570881,3
27021,inflexible,0.56,<in<(flex)>able>,"(1, 1, 1)",427,1478.96,2,59.0163934426229,3,2.23,4,33.3333333333333,313,1042.69,4,59.4249201277955,3
27022,inflexion,0.24,<in<(flex)>ion>,"(1, 1, 1)",427,1478.96,2,76.3466042154566,3,2.23,4,66.6666666666666,766,3498.54,3,83.420365535248,3
27054,informulée,0,<in<(formule)>[VB]>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,5,26.14,7,80,1600,25208.9699999999,2,91.125,3
27056,infortuné,0.73,<in<(fortune)>[VB]>,"(1, 1, 1)",427,1478.96,2,52.4590163934426,4,37.8399999999999,7,75,1600,25208.9699999999,2,55.9374999999999,3
27058,infranchissable,0.77,<in<(franchir)>able>,"(1, 1, 1)",427,1478.96,2,51.2880562060889,4,19.81,8,50,313,1042.69,4,53.035143769968,3
27061,infréquentables,0.02,<in<(fréquent)>able>,"(1, 1, 1)",427,1478.96,2,90.8665105386416,6,35.23,8,83.3333333333333,313,1042.69,4,89.1373801916933,3
27063,ingéniait,0,<in<(génie)>[VB]>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,6,197.2,5,83.3333333333333,1600,25208.9699999999,2,91.125,3
27064,ingénieur,21.12,<in<(génie)>eur>,"(1, 1, 1)",427,1478.96,2,1.63934426229508,6,197.2,5,33.3333333333333,501,2127.06,3,4.39121756487026,3
27066,ingénieux,2.9,<in<(génie)>eux>,"(1, 1, 1)",427,1478.96,2,22.2482435597189,6,197.2,5,50,271,1027.7,3,18.8191881918819,3
27074,ingratitude,1.32,<in<(grâce)>ude>,"(1, 1, 1)",427,1478.96,2,38.407494145199,12,145.8,5,41.6666666666666,26,70.7599999999999,3,34.6153846153846,3
27075,inguérissable,0.03,<in<(guérir)>able>,"(1, 1, 1)",427,1478.96,2,89.4613583138173,3,46.6,6,66.6666666666666,313,1042.69,4,87.220447284345,3
27076,ingurgiter,0.4,<in<(gorge)>it[VB]>,"(1, 1, 1)",427,1478.96,2,67.9156908665105,7,47.33,5,57.1428571428571,4,18.81,5,50,3
27081,inhabituel,8.87,<in<(habitude)>el>,"(1, 1, 1)",427,1478.96,2,4.21545667447306,5,159.83,8,60,153,1103.39999999999,2,15.032679738562,3
27086,inhumation,0.31,<in<(humer)>ion>,"(1, 1, 1)",427,1478.96,2,72.8337236533958,4,1.55,5,50,766,3498.54,3,80.4177545691906,3
27087,inimaginable,3.17,<in<(imaginer)>able>,"(1, 1, 1)",427,1478.96,2,19.9063231850117,6,230.929999999999,8,50,313,1042.69,4,20.4472843450479,3
27089,inimitable,0.64,<in<(imiter)>able>,"(1, 1, 1)",427,1478.96,2,55.0351288056206,3,16.74,6,66.6666666666666,313,1042.69,4,56.2300319488817,3
27090,inintelligible,0.08,<in<(intellect)>able>,"(1, 1, 1)",427,1478.96,2,85.9484777517564,8,93.08,9,75,313,1042.69,4,84.664536741214,3
27112,injoignable,1.1,<in<(joindre)>able>,"(1, 1, 1)",427,1478.96,2,42.8571428571428,17,174.299999999999,7,29.4117647058823,313,1042.69,4,43.7699680511182,3
27118,injustement,1.58,<in<(juste)>ment>,"(1, 1, 1)",427,1478.96,2,35.1288056206089,13,1091.31,5,69.2307692307692,919,5042.80999999999,4,31.1207834602829,3
27120,injustice,6.59,<in<(juste)>ice>,"(1, 1, 1)",427,1478.96,2,7.2599531615925,13,1091.31,5,38.4615384615384,17,312.58,3,23.5294117647058,3
27122,inlassable,0.24,<in<(las)>able>,"(1, 1, 1)",427,1478.96,2,76.3466042154566,5,10.4,3,60,313,1042.69,4,75.0798722044728,3
27131,innombrable,3.15,<in<(nombre)>able>,"(1, 1, 1)",427,1478.96,2,20.1405152224824,5,87.97,6,40,313,1042.69,4,20.7667731629392,3
27133,innommable,0.5,<in<(nom)>able>,"(1, 1, 1)",427,1478.96,2,62.0608899297423,13,666,3,76.9230769230769,313,1042.69,4,61.9808306709265,3
27135,innovant,0.07,<in<(nouveau)>[VB]>,"(1, 1, 1)",427,1478.96,2,86.1826697892271,12,677.34,7,91.6666666666666,1600,25208.9699999999,2,76.4375,3
27136,innovateur,0.1,<in<(nouveau)>eur>,"(1, 1, 1)",427,1478.96,2,84.7775175644028,12,677.34,7,83.3333333333333,501,2127.06,3,80.6387225548902,3
27137,innovation,0.55,<in<(nouveau)>ion>,"(1, 1, 1)",427,1478.96,2,59.4847775175644,12,677.34,7,58.3333333333333,766,3498.54,3,70.7571801566579,3
27140,inoffensif,7.78,<in<(offense)>if>,"(1, 1, 1)",427,1478.96,2,5.38641686182669,4,33.86,7,25,168,409.409999999999,2,10.7142857142857,3
27144,inonda,6.42,<in<(onde)>[VB]>,"(1, 1, 1)",427,1478.96,2,8.19672131147541,9,23.73,4,11.1111111111111,1600,25208.9699999999,2,24.1875,3
27147,inondation,3.21,<in<(onde)>ion>,"(1, 1, 1)",427,1478.96,2,19.4379391100702,9,23.73,4,22.2222222222222,766,3498.54,3,31.0704960835509,3
27154,inopérables,0.02,<in<(opérer)>able>,"(1, 1, 1)",427,1478.96,2,90.8665105386416,11,118.81,6,90.9090909090909,313,1042.69,4,89.1373801916933,3
27155,inopinément,0.41,<in<(opin)>ément>,"(1, 1, 1)",427,1478.96,2,67.447306791569,4,34.41,4,25,28,105.3,5,64.2857142857142,3
27157,inopportunité,0,<in<(opportun)>ité>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,5,13.29,8,80,334,1491.88,3,94.6107784431137,3
27158,inoubliable,5.07,<in<(oubli)>able>,"(1, 1, 1)",427,1478.96,2,11.7096018735363,5,530.67,5,40,313,1042.69,4,13.738019169329,3
27186,insaisissable,1.08,<in<(saisir)>able>,"(1, 1, 1)",427,1478.96,2,43.3255269320843,6,46.54,6,33.3333333333333,313,1042.69,4,44.0894568690095,3
27187,insanités,0.22,<in<(sain)>ités>,"(1, 1, 1)",427,1478.96,2,77.5175644028103,7,124.55,4,71.4285714285714,60,83.33,4,60,3
27188,insatiable,1.73,<in<(sati)>able>,"(1, 1, 1)",427,1478.96,2,32.3185011709601,2,2.16,4,0,313,1042.69,4,33.2268370607028,3
27189,insatisfaction,0.21,<in<(satisfaire)>ion>,"(1, 1, 1)",427,1478.96,2,77.751756440281,5,39.3399999999999,10,80,766,3498.54,3,84.4647519582245,3
27205,insécable,0,<in<(séc)>able>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,2,0.15,3,50,313,1042.69,4,95.5271565495207,3
27206,insécurité,0.86,<in<(sécure)>ité>,"(1, 1, 1)",427,1478.96,2,49.1803278688524,4,118.67,6,50,334,1491.88,3,52.6946107784431,3
27207,insensé,12.88,<in<(sentir)>[VB]>,"(1, 1, 1)",427,1478.96,2,3.04449648711943,28,914.42,6,17.8571428571428,1600,25208.9699999999,2,16.1875,3
27211,insensible,5.13,<in<(sentir)>able>,"(1, 1, 1)",427,1478.96,2,11.2412177985948,28,914.42,6,39.2857142857142,313,1042.69,4,13.4185303514376,3
27215,inséparable,3.34,<in<(séparer)>able>,"(1, 1, 1)",427,1478.96,2,18.735362997658,5,87.97,7,60,313,1042.69,4,18.5303514376996,3
27250,insolation,0.55,<in<(sol)>ion>,"(1, 1, 1)",427,1478.96,2,59.4847775175644,6,58.5299999999999,3,66.6666666666666,766,3498.54,3,70.7571801566579,3
27258,insomnie,3.68999999999999,<in<(sommeil)>ie>,"(1, 1, 1)",427,1478.96,2,16.6276346604215,10,60.06,7,20,59,435.78,2,30.5084745762711,3
27260,insondable,0.38,<in<(sonde)>able>,"(1, 1, 1)",427,1478.96,2,70.023419203747,4,13.58,5,75,313,1042.69,4,69.3290734824281,3
27262,insouciance,1.15,<in<(souci)>nce>,"(1, 1, 1)",427,1478.96,2,40.983606557377,6,77.3,5,66.6666666666666,213,1491.29,3,54.9295774647887,3
27263,insouciant,3.21,<in<(souci)>ant/ent>,"(1, 1, 1)",427,1478.96,2,19.4379391100702,6,77.3,5,33.3333333333333,522,3302.43999999999,7,25.6704980842911,3
27266,insoucieux,0.04,<in<(souci)>eux>,"(1, 1, 1)",427,1478.96,2,87.8220140515222,6,77.3,5,83.3333333333333,271,1027.7,3,82.6568265682656,3
27292,instabilité,0.93,<in<(stable)>ité>,"(1, 1, 1)",427,1478.96,2,46.3700234192037,7,25.1399999999999,6,57.1428571428571,334,1491.88,3,49.1017964071856,3
27346,insubordination,1.16,<in<(ordonner)>ion>,"(1, 1, 1)",427,1478.96,2,40.7494145199063,6,73.78,8,66.6666666666666,766,3498.54,3,55.3524804177545,3
27347,insuffisance,1.4,<in<(suffire)>nce>,"(1, 1, 1)",427,1478.96,2,37.0023419203747,6,267.42,7,66.6666666666666,213,1491.29,3,49.7652582159624,3
27349,insuffisant,3.04,<in<(suffire)>ant/ent>,"(1, 1, 1)",427,1478.96,2,20.8430913348946,6,267.42,7,50,522,3302.43999999999,7,26.4367816091954,3
27363,insupportable,11.42,<in<(support)>able>,"(1, 1, 1)",427,1478.96,2,3.51288056206089,5,104.96,7,20,313,1042.69,4,5.43130990415335,3
27371,intarissable,0.44,<in<(tarir)>able>,"(1, 1, 1)",427,1478.96,2,66.2763466042154,2,1.83,5,50,313,1042.69,4,65.814696485623,3
27394,intempestive,0.14,<in<(tempête)>if>,"(1, 1, 1)",427,1478.96,2,81.4988290398126,4,20.3199999999999,7,25,168,409.409999999999,2,73.2142857142857,3
27396,intenable,0.83,<in<(tenir)>able>,"(1, 1, 1)",427,1478.96,2,49.8829039812646,25,976.42,5,64,313,1042.69,4,51.1182108626198,3
27414,interaction,0.76,<inter<(acte)>ion>,"(1, 1, 1)",24,65.87,5,45.8333333333333,23,301.26,4,73.9130434782608,766,3498.54,3,65.2741514360313,3
27424,interchangeables,0.24,<inter<(changer)>able>,"(1, 1, 1)",24,65.87,5,62.5,6,526.87,7,83.3333333333333,313,1042.69,4,75.0798722044728,3
27425,intercontinentaux,0.04,<inter<(continent)>al>,"(1, 1, 1)",24,65.87,5,79.1666666666666,5,7.96,9,80,200,1125.04,2,84.5,3
27426,intercostaux,0.03,<inter<(cost)>al>,"(1, 1, 1)",24,65.87,5,83.3333333333333,2,0.7,4,50,200,1125.04,2,87.5,3
27427,interculturel,0,<inter<(culture)>el>,"(1, 1, 1)",24,65.87,5,95.8333333333333,4,28.83,7,75,153,1103.39999999999,2,90.8496732026143,3
27463,intergalactique,0.85,<inter<(galaxie)>ique>,"(1, 1, 1)",24,65.87,5,41.6666666666666,3,11.3099999999999,7,66.6666666666666,281,852.449999999999,4,50.5338078291815,3
27466,interlocuteur,1.26,<inter<(locut)>eur>,"(1, 1, 1)",24,65.87,5,29.1666666666666,7,3.06999999999999,5,0,501,2127.06,3,43.7125748502994,3
27468,interloqué,0.05,<inter<(locut)>[VB]>,"(1, 1, 1)",24,65.87,5,66.6666666666666,7,3.06999999999999,5,57.1428571428571,1600,25208.9699999999,2,78.25,3
27470,intermédiaire,5.78,<inter<(médi)>aire>,"(1, 1, 1)",24,65.87,5,8.33333333333333,1,5.78,4,0,179,853.76,4,17.877094972067,3
27472,interminable,4.1,<in<(terminer)>able>,"(1, 1, 1)",427,1478.96,2,15.4566744730679,4,150.149999999999,8,50,313,1042.69,4,16.29392971246,3
27480,international,17.52,<inter<(nation)>al>,"(1, 1, 1)",24,65.87,5,4.16666666666666,7,90.4299999999999,6,28.5714285714285,200,1125.04,2,8,3
27500,interplanétaire,0.53,<inter<(planète)>aire>,"(1, 1, 1)",24,65.87,5,54.1666666666666,2,61.64,7,50,179,853.76,4,70.3910614525139,3
27505,interposition,0.01,<inter<(poser)>ion>,"(1, 1, 1)",24,65.87,5,87.5,24,427.529999999999,5,79.1666666666666,766,3498.54,3,95.1697127937336,3
27547,interrupteur,2.94,<inter<(rompre)>eur>,"(1, 1, 1)",24,65.87,5,12.5,7,85.6,6,42.8571428571428,501,2127.06,3,25.3493013972055,3
27549,interruption,2.15,<inter<(rompre)>ion>,"(1, 1, 1)",24,65.87,5,16.6666666666666,7,85.6,6,71.4285714285714,766,3498.54,3,39.4255874673629,3
27550,intersection,1.1,<inter<(sect)>ion>,"(1, 1, 1)",24,65.87,5,37.5,2,1.44,4,0,766,3498.54,3,56.6579634464752,3
27551,interstellaire,0.47,<inter<(étoile)>aire>,"(1, 1, 1)",24,65.87,5,58.3333333333333,6,60.0599999999999,6,66.6666666666666,179,853.76,4,71.5083798882681,3
27562,intimidait,6.46,<in<(timide)>[VB]>,"(1, 1, 1)",427,1478.96,2,7.72833723653395,5,25.38,6,20,1600,25208.9699999999,2,24.0625,3
27564,intimidation,0.71,<in<(timide)>ion>,"(1, 1, 1)",427,1478.96,2,52.927400468384,5,25.38,6,60,766,3498.54,3,66.3185378590078,3
27572,intitulait,4.86,<in<(titre)>[VB]>,"(1, 1, 1)",427,1478.96,2,13.3489461358313,4,49.4799999999999,5,25,1600,25208.9699999999,2,28.125,3
27577,intolérable,3.74,<in<(tolérer)>able>,"(1, 1, 1)",427,1478.96,2,16.15925058548,5,19.94,7,20,313,1042.69,4,17.2523961661341,3
27578,intolérance,0.93,<in<(tolérer)>nce>,"(1, 1, 1)",427,1478.96,2,46.3700234192037,5,19.94,7,60,213,1491.29,3,56.8075117370892,3
27579,intonation,0.54,<in<(ton)>ion>,"(1, 1, 1)",427,1478.96,2,60.1873536299765,10,65.48,3,80,766,3498.54,3,71.5404699738903,3
27581,intouchable,1.97,<in<(toucher)>able>,"(1, 1, 1)",427,1478.96,2,28.8056206088992,4,309.14,7,25,313,1042.69,4,29.7124600638977,3
27583,intraitable,0.45,<in<(traiter)>able>,"(1, 1, 1)",427,1478.96,2,65.807962529274,7,151.62,7,57.1428571428571,313,1042.69,4,65.1757188498402,3
27584,intransigeance,0.04,<in<(transiger)>nce>,"(1, 1, 1)",427,1478.96,2,87.8220140515222,2,0.68,9,50,213,1491.29,3,92.4882629107981,3
27585,intransigeant,0.64,<in<(transiger)>ant/ent>,"(1, 1, 1)",427,1478.96,2,55.0351288056206,2,0.68,9,0,522,3302.43999999999,7,55.1724137931034,3
27603,introuvable,3.66,<in<(trouver)>able>,"(1, 1, 1)",427,1478.96,2,17.3302107728337,6,1644.86,7,33.3333333333333,313,1042.69,4,17.5718849840255,3
27606,intubation,0.86,<in<(tube)>ion>,"(1, 1, 1)",427,1478.96,2,49.1803278688524,5,20.54,4,40,766,3498.54,3,62.2715404699738,3
27607,intube,0.51,<in<(tube)>[VB]>,"(1, 1, 1)",427,1478.96,2,61.5925058548009,5,20.54,4,60,1600,25208.9699999999,2,60.875,3
27611,inusable,0.16,<in<(user)>able>,"(1, 1, 1)",427,1478.96,2,80.0936768149882,10,33.14,4,50,313,1042.69,4,78.5942492012779,3
27613,inutilement,1.83,<in<(utile)>ment>,"(1, 1, 1)",427,1478.96,2,30.6791569086651,13,322.82,5,38.4615384615384,919,5042.80999999999,4,28.0739934711643,3
27616,inutilité,0.56,<in<(utile)>ité>,"(1, 1, 1)",427,1478.96,2,59.0163934426229,13,322.82,5,69.2307692307692,334,1491.88,3,62.8742514970059,3
27618,invalidation,0.02,<in<(valide)>ion>,"(1, 1, 1)",427,1478.96,2,90.8665105386416,4,6.99,6,75,766,3498.54,3,93.864229765013,3
27621,invariable,0.07,<in<(varier)>able>,"(1, 1, 1)",427,1478.96,2,86.1826697892271,7,10.53,6,85.7142857142857,313,1042.69,4,85.3035143769968,3
27664,invincible,3.6,<in<(vaincre)>able>,"(1, 1, 1)",427,1478.96,2,17.7985948477751,5,47.46,7,40,313,1042.69,4,17.8913738019169,3
